license_number,facility_name,legal_entity,address_line1,address_line2,additional_locations,city,state,zip,county,county_code,phone,setting_code,offers_detox,is_licensed,is_certified,license_expiration,license_expired,treatment_capacity,total_capacity,target_population_code,target_population,incidental_medical_services,adolescent_waiver,latitude,longitude
210017EN,RISING RECOVERY CENTER,BUCKELEW PROGRAMS,30 JOSEPH COURT,,,SAN RAFAEL,CA,94903,Marin County,21,(415) 457-6964,RES,true,true,false,2028-06-30,false,15,15,1.1,CO-ED,true,false,38.011119,-122.540284
210030AP,BAYSIDE MARIN II,"BAYSIDE MARIN, INC.",134 BAYVIEW DRIVE,,"157, 168, 180, 189, 190, 191 BAYVIEW DRIVE, 47 TWEED TERRACE AND 140 MAIN",SAN RAFAEL,CA,94901,Marin County,21,(415) 721-2000,RES,true,true,true,2027-07-31,false,54,54,1.1,CO-ED,true,false,37.978673,-122.47905
210030GP,BAYSIDE MARIN OUTPATIENT PROGRAM,"BAYSIDE MARIN, INC.",718 4TH STREET,,,SAN RAFAEL,CA,94901,Marin County,21,(415) 721-2000,NON,false,false,true,2027-10-31,false,0,0,1.8,DUAL DIAGNOSIS,false,false,37.972606,-122.523322
210033AN,MARIN OUTPATIENT AND RECOVERY SERVICES,MARIN SERVICES FOR MEN,710 C STREET,SUITE 7A & 8,,SAN RAFAEL,CA,94901,Marin County,21,(415) 485-6736,NON,false,false,true,2028-01-31,false,0,0,1.2,MEN ONLY,false,false,37.970825,-122.531106
210038AP,REFLECTIONS,"LIVING AT REFLECTIONS, LLC",1191 SIMMONS LANE,,,NOVATO,CA,94945,Marin County,21,(415) 895-6146,RES,true,true,false,2028-01-31,false,6,6,1.1,CO-ED,true,false,38.120445,-122.585647
210038EP,LIVING AT REFLECTIONS,"LIVING AT REFLECTIONS, LLC",741 MCCLAY RD,,,NOVATO,CA,94947,Marin County,21,(415) 706-8906,RES,true,true,false,2028-02-29,false,6,6,1.1,CO-ED,true,false,38.104558,-122.590778
210040AP,ALTA MIRA RECOVERY PROGRAMS,"ALTA MIRA RECOVERY CENTERS, LLC",125 BULKLEY AVENUE,,"135 BULKLEY AVENUE, 25 SANTA ROSA AVENUE, 110 AND 126 HARRISON AVENUE",SAUSALITO,CA,94965,Marin County,21,(415) 332-1350,RES,true,true,false,2027-02-28,false,30,30,1.1,CO-ED,true,false,37.855879,-122.481116
210042AN,MARIN TREATMENT CENTER,MARIN TREATMENT CENTER,1466 LINCOLN AVENUE,,,SAN RAFAEL,CA,94901,Marin County,21,(415) 457-3755,NON,false,false,true,2028-06-30,false,0,0,1.1,CO-ED,false,false,37.980027,-122.522096
210049AP,"AVERY LANE, LLC","AVERY LANE, LLC",505 SAN MARIN DRIVE,SUITE A300,,NOVATO,CA,94945,Marin County,21,(415) 895-5360,NON,false,false,true,2027-01-31,false,0,0,1.3,WOMEN ONLY,false,false,38.121434,-122.584038
210049BP,AVERY LANE,"AVERY LANE, LLC",685 ATHERTON AVENUE,,687 ATHERTON AVENUE,NOVATO,CA,94945,Marin County,21,(415) 895-5360,RES,true,true,true,2027-09-30,false,9,9,1.3,WOMEN ONLY,true,false,38.117512,-122.547676
210049CP,AVERY LANE,"AVERY LANE, LLC",133 MAESTRO ROAD,,2500 VINEYARD ROAD,NOVATO,CA,94947,Marin County,21,(415) 895-5360,RES,true,true,false,2027-09-30,false,12,12,1.3,WOMEN ONLY,true,false,38.09402,-122.606591
210051AP,HEARTWOOD HOUSE LLC,HEARTWOOD HOUSE LLC,8 CIRCLE ROAD,,,SAN RAFAEL,CA,94903,Marin County,21,(415) 419-8816,RES,true,true,false,2028-06-30,false,6,6,1.1,CO-ED,true,false,37.99219,-122.538814
210051BP,HEARTWOOD HOUSE LLC,HEARTWOOD HOUSE LLC,771 ROWLAND BLVD,,,NOVATO,CA,94947,Marin County,21,(415) 419-8816,RES,true,true,false,2027-02-28,false,6,6,1.1,CO-ED,true,false,38.081544,-122.573949
210052AP,GOLDEN GATE RECOVERY,GOLDEN GATE RECOVERY LLC,505 SAN MARIN DRIVE,SUITE 240B,,NOVATO,CA,94945,Marin County,21,(650) 773-1775,NON,false,false,true,2027-03-31,false,0,0,1.2,MEN ONLY,false,false,38.121434,-122.584038
210053AP,LIVE OAKS WELLNESS,LIVE OAKS WELLNESS LLC,684 WILSON AVE,,,NOVATO,CA,94947,Marin County,21,(415) 949-2243,RES,true,true,false,2027-03-31,false,6,6,1.1,CO-ED,true,false,38.10475,-122.5959
210054AP,HONEYCOMB WELLNESS CENTER,HONEYCOMB WELLNESS CENTER LLC,250 BEL MARIN KEYS BLVD,SUITE F300,,NOVATO,CA,94949,Marin County,21,(415) 480-7497,NON,false,false,true,2027-05-31,false,0,0,1.3,WOMEN ONLY,false,false,38.069658,-122.535293
210055AP,MARIN COUNTY REHAB LLC,MARIN COUNTY REHAB LLC,7 N. KNOLL ROAD,SUITE 3,,MILL VALLEY,CA,94941,Marin County,21,(323) 438-1360,NON,false,false,true,2026-09-30,false,0,0,1.1,CO-ED,false,false,37.902527,-122.510995
210056AP,SAN RAFAEL REHAB LLC,SAN RAFAEL REHAB LLC,25 MITCHELL BLVD,SUITE 2,,SAN RAFAEL,CA,94903,Marin County,21,,NON,false,false,true,2026-09-30,false,0,0,1.1,CO-ED,false,false,38.017124,-122.539333
210057AN,ROAD TO RECOVERY,County of Marin,3270 KERNER BOULEVARD,ROOM A,,SAN RAFAEL,CA,94901,Marin County,21,(415) 473-2555,NON,false,false,true,2028-09-30,false,0,0,1.1,CO-ED,false,false,37.961083,-122.501709
210058AP,FAMILY SPRING,"FAMILY SPRING PSYCHOLOGY, P.C.",2400 LAS GALLINAS AVENUE,SUITE 135,,SAN RAFAEL,CA,94903,Marin County,21,(510) 470-5777,NON,false,false,true,2026-12-31,false,0,0,1.7,FAMILIES,false,false,38.03313,-122.54442
210060AP,TREE OF LIFE REHAB LLC,TREE OF LIFE REHAB LLC,2171 E. FRANCISCO BLVD,SUITE O,,SAN RAFAEL,CA,94901,Marin County,21,(323) 364-5172,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,37.945326,-122.484293
210061AP,NURA RECOVER,A&T ENTERPRISE LLC,851 IRWIN ST.,SUITE 302,,SAN RAFAEL,CA,94901,Marin County,21,(415) 686-5783,NON,false,false,true,2028-06-30,false,0,0,1.1,CO-ED,false,false,37.97082,-122.521101
220003BN,MARIPOSA BEHAVIORAL HEALTH AND RECOVERY SERVICES,COUNTY OF MARIPOSA,5362 LEMEE LANE,,,MARIPOSA,CA,95338,Mariposa County,22,(209) 966-2000,NON,false,false,true,2028-12-31,false,0,0,1.1,CO-ED,false,false,37.499764,-119.984792
220004AN,TRADE RECOVERY CENTER,NATIVE SOLUTIONS FAMILY GUIDANCE CENTER,3851 HIGHWAY 49 SOUTH,,,MARIPOSA,CA,95338,Mariposa County,22,(209) 291-1889,RES,true,true,true,2027-08-31,false,12,12,1.1,CO-ED,true,false,37.462578,-119.881796
220004BN,TRADE RECOVERY CENTER,NATIVE SOLUTIONS FAMILY GUIDANCE CENTER,5112 BULLION ST.,,,MARIPOSA,CA,95338,Mariposa County,22,(209) 291-1889,NON,false,false,true,2028-01-31,false,0,0,1.1,CO-ED,false,false,37.490075,-119.968758
230004AN,UKIAH RECOVERY CENTER,FORD STREET PROJECT,201 BRUSH STREET,"BUILDINGS 201A, 201B, AND 201C, 201D",,UKIAH,CA,95482,Mendocino County,23,(707) 462-6290,RES,true,true,false,2027-06-30,false,64,64,1.1,CO-ED,false,false,39.159273,-123.203602
230004BN,FORD STREET PROJECT,FORD STREET PROJECT,139 FORD STREET,,,UKIAH,CA,95482,Mendocino County,23,(707) 462-6290,NON,false,false,true,2027-01-31,false,0,0,1.1,CO-ED,false,false,39.156786,-123.206006
230004DN,UKIAH RECOVERY CENTER,FORD STREET PROJECT,201 BRUSH STREET BUILDING,SUITE 201E,,UKIAH,CA,95482,Mendocino County,23,(707) 462-1934,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,39.159273,-123.203602
230006GN,SUBSTANCE USE DISORDERS TREATMENT,MENDOCINO COUNTY HEALTH AND HUMAN SERVICES AGENCY,790 SOUTH FRANKLIN STREET,SUITE B,,FORT BRAGG,CA,95437,Mendocino County,23,(707) 961-2665,NON,false,false,true,2027-05-31,false,0,0,1.1,CO-ED,false,false,39.430614,-123.804372
230006JN,BEHAVIORAL HEALTH AND RECOVERY SERVICES,MENDOCINO COUNTY HEALTH AND HUMAN SERVICES AGENCY,1120 SOUTH DORA STREET,,,UKIAH,CA,95482,Mendocino County,23,(707) 472-2341,NON,false,false,true,2028-04-30,false,0,0,1.10,CO-ED/YOUTH,false,false,39.136315,-123.209682
230006LN,WILLITS INTEGRATED SERVICES CENTER (WISC),MENDOCINO COUNTY HEALTH AND HUMAN SERVICES AGENCY,125 E. COMMERCIAL STREET,"SUITES 200B, 250 AND 260",,WILLITS,CA,95490,Mendocino County,23,(707) 409-4098,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,39.41242,-123.352982
230008AP,ANCHOR HEALTH SUDT SERVICES,"ANCHOR HEALTH MANAGEMENT, INC.",350 EAST GOBBI ST,,,UKIAH,CA,95482,Mendocino County,23,(707) 472-0350,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,39.144254,-123.202116
230009AN,ARBOR OUTPATIENT DRUG FREE CLINIC,"REDWOOD COMMUNITY SERVICES, INC.",140 GIBSON ST,,,UKIAH,CA,95452,Mendocino County,23,(707) 467-2010,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,39.157808,-123.209674
240001BN,DAVE RIORDAN'S 'HOBIE HOUSE',"COMMUNITY/SOCIAL MODEL ADVOCATES, INC.",1299 YOSEMITE PARKWAY,,"1301 YOSEMITE PARKWAY, 1931 AND 1941 HIGHLAND AVENUE",MERCED,CA,95340,Merced County,24,(209) 722-6335,RES,false,true,true,2028-08-31,false,25,25,1.2,MEN ONLY,false,false,37.295229,-120.459878
240001EN,THE ROSE JULIA RIORDAN TRANQUILITY VILLAGE,"COMMUNITY/SOCIAL MODEL ADVOCATES, INC.",508 MENDOCINO COURT,,"509/519, 527/537, 559, 569, 579 AND 589 MENDOCINO COURT",ATWATER,CA,95301,Merced County,24,(209) 357-5261,RES,false,true,true,2026-11-30,false,42,56,1.4,WOMEN/CHILDREN,false,false,37.350369,-120.591295
240003AN,RECOVERY ASSISTANCE FOR TEENS (R.A.F.T.),MERCED COUNTY DEPARTMENT OF MENTAL HEALTH  ALCOHOL AND DRUG SERVICES,1275 B STREET,SUITE A,,MERCED,CA,95341,Merced County,24,(209) 381-6880,NON,false,false,true,2027-07-31,false,0,0,1.5,YOUTH/ADOLESCENT,false,false,37.291021,-120.471146
240003CN,MERCED COUNTY BEHAVIORAL HEALTH AND RECOVERY SERVICES - THE CENTER,COUNTY OF MERCED,301 EAST 13TH STREET,SUITE A,,MERCED,CA,95341-6211,Merced County,24,(209) 381-6852,NON,false,false,true,2028-04-30,false,0,0,1.1,CO-ED,false,false,37.292845,-120.474066
240003DN,BEHAVIORAL HEALTH AND RECOVERY SERVICES LOS BANOS ALCOHOL AND DRUG SERVICES,MERCED COUNTY DEPARTMENT OF MENTAL HEALTH  ALCOHOL AND DRUG SERVICES,40 WEST G ST,SUITE A-E,,LOS BANOS,CA,93635,Merced County,24,(209) 710-6100,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,37.06659,-120.854477
240012AN,G.L.O.M. SUBSTANCE ABUSE PROGRAM INC.,G.L.O.M. SUBSTANCE ABUSE PROGRAM INC.,1020 W MAIN ST,,,MERCED,CA,95340,Merced County,24,(925) 334-7186,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,37.304326,-120.491362
250002AN,MODOC COUNTY BEHAVIORAL HEALTH,COUNTY OF MODOC BEHAVIORAL HEALTH,441 N. MAIN STREET,,,ALTURAS,CA,96101,Modoc County,25,(530) 233-6312,NON,false,false,true,2026-08-31,false,0,0,1.1,CO-ED,false,false,41.487994,-120.542528
260001AN,MONO COUNTY BEHAVIORAL HEALTH,COUNTY OF MONO,1290 TAVERN ROAD,SUITE 276,,MAMMOTH LAKES,CA,93546,Mono County,26,(760) 924-1740,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,37.644828,-118.963893
270002AN,DOOR TO HOPE,DOOR TO HOPE,165 CLAY STREET,,,SALINAS,CA,93901,Monterey County,27,(831) 422-6226,RES,true,true,true,2028-03-31,false,14,14,1.3,WOMEN ONLY,false,false,36.670098,-121.659175
270002CN,DOOR TO HOPE,DOOR TO HOPE,130 WEST GABILAN STREET,,,SALINAS,CA,93901,Monterey County,27,(831) 758-0181,NON,false,false,true,2027-07-31,false,0,0,1.10,CO-ED/YOUTH,false,false,36.67563,-121.658483
270003AN,"SUN STREET CENTERS, MEN'S RESIDENTIAL",SUN STREET CENTERS,8 SUN STREET,,,SALINAS,CA,93901,Monterey County,27,(831) 753-5145,RES,true,true,true,2027-11-30,false,55,55,1.2,MEN ONLY,false,false,36.680236,-121.64673
270003BN,SUN STREET CENTERS OUTPATIENT PROGRAM,SUN STREET CENTERS,284 CALLE CEBU,,,SALINAS,CA,93901,Monterey County,27,(831) 753-6001,NON,false,false,true,2027-05-31,false,0,0,1.1,CO-ED,false,false,36.680467,-121.647211
270003EN,SUN STREET CENTERS OUTPATIENT RECOVERY SERVICES,SUN STREET CENTERS,1201 ECHO AVENUE,,,SEASIDE,CA,93955,Monterey County,27,(831) 899-6577,NON,false,false,true,2028-05-31,false,0,0,1.1,CO-ED,false,false,36.614036,-121.840652
270003GN,SUN STREET CENTERS KING CITY OUTPATIENT PROGRAM,SUN STREET CENTERS,641 BROADWAY STREET,,,KING CITY,CA,93930,Monterey County,27,(831) 525-8101,NON,false,false,true,2026-11-30,false,0,0,1.1,CO-ED,false,false,36.210233,-121.13096
270003HN,SUN STREET CENTERS,SUN STREET CENTERS,637 BROADWAY STREET,,,KING CITY,CA,93930,Monterey County,27,(831) 525-8181,RES,true,true,true,2027-05-31,false,20,20,1.1,CO-ED,false,false,36.210002,-121.131313
270003IN,SUN STREET CENTERS,SUN STREET CENTERS,3043 MAC ARTHUR DR.,,,MARINA,CA,93933,Monterey County,27,(831) 582-9461,NON,false,false,true,2026-10-31,false,0,0,1.1,CO-ED,false,false,36.671074,-121.778683
270003JN,SUN STREET CENTERS,SUN STREET CENTERS,128 E ALISAL,,,SALINAS,CA,93901,Monterey County,27,(831) 753-5150,NON,false,false,true,2026-10-31,false,0,0,1.1,CO-ED,false,false,36.674268,-121.651141
270003KN,SUN STREET CENTERS,SUN STREET CENTERS,245 WASHINGTON ST,SUITE A & B,,MONTEREY,CA,93940,Monterey County,27,(831) 899-6577,NON,false,false,true,2028-04-30,false,0,0,1.1,CO-ED,false,false,36.60109,-121.89217
270004AN,GENESIS RESIDENTIAL CENTER,COMMUNITY HUMAN SERVICES,1140 SONOMA AVENUE,,"1146, AND 1152 SONOMA AVENUE",SEASIDE,CA,93955,Monterey County,27,(831) 899-2436,RES,true,true,true,2027-11-30,false,36,42,1.9,CO-ED/CHILDREN,false,false,36.606117,-121.841951
270004EN,OUTPATIENT TREATMENT CENTER MONTEREY,COMMUNITY HUMAN SERVICES,2511 GARDEN ROAD,SUITE 165,,MONTEREY,CA,93940,Monterey County,27,(831) 383-7800,NON,false,false,true,2027-04-30,false,0,0,1.1,CO-ED,false,false,36.586136,-121.853251
270004FN,OUTPATIENT TREATMENT CENTER SALINAS,COMMUNITY HUMAN SERVICES,1087 S MAIN STREET,,,SALINAS,CA,93901,Monterey County,27,(831) 237-7222,NON,false,false,true,2027-04-30,false,0,0,1.1,CO-ED,false,false,36.660756,-121.658416
270011DN,VALLEY HEALTH ASSOCIATES,VALLEY HEALTH ASSOCIATES,913 BLANCO CIRCLE,,,SALINAS,CA,93901,Monterey County,27,(831) 424-6655,NON,false,false,true,2026-10-31,false,0,0,1.1,CO-ED,false,false,36.653708,-121.638119
270012AP,HARMONY PLACE MONTEREY,"MONTEREY INSTITUTE LICENSED CLINICAL SOCIAL WORKER, INC.",574 CORTES STREET,,447 FIGUEROA STREET,MONTEREY,CA,93940,Monterey County,27,(831) 747-1727,NON,false,false,true,2026-11-30,false,0,0,1.1,CO-ED,false,false,36.597165,-121.889406
270021AP,NEW START RECOVERY SOLUTIONS,SIERRA HEALTH AND WELLNESS CENTERS LLC,468 PINE AVE,,,PACIFIC GROVE,CA,93950,Monterey County,27,(925) 255-0228,RES,true,true,false,2028-06-30,false,22,22,1.1,CO-ED,true,false,36.617995,-121.915712
270022AP,MONTEREY BAY RECOVERY,"MONTEREY HEALTH SERVICES, LLC",10300 SADDLE ROAD,,,MONTEREY,CA,93940,Monterey County,27,(949) 279-0867,RES,true,true,true,2028-06-30,false,6,6,1.1,CO-ED,true,false,36.551457,-121.797476
270023AP,THE KEY ADDICTION TREATMENT CENTER,"DSME MEDICINE, INC.",270 EL DORADO ST.,,,MONTEREY,CA,93940,Monterey County,27,(831) 484-4191,NON,false,false,true,2027-07-31,false,0,0,1.1,CO-ED,false,false,36.593699,-121.89734
280010AN,ALTERNATIVES FOR BETTER LIVING,ALTERNATIVES FOR BETTER LIVING,68 COOMBS STREET,SUITE C-1,,NAPA,CA,94559,Napa County,28,(707) 226-1248,NON,false,false,true,2027-01-31,false,0,0,1.1,CO-ED,false,false,38.286946,-122.287224
280013BN,ALDEA BEHAVIORAL HEALTH SERVICES,"ALDEA, INC.",2310 FIRST STREET,,,NAPA,CA,94559,Napa County,28,(707) 224-8266,NON,false,false,true,2027-04-30,false,0,0,1.5,YOUTH/ADOLESCENT,false,false,38.298062,-122.298905
280019AP,DUFFY'S MYRTLEDALE,"DUFFY'S NAPA VALLEY REHAB, LLC",3058 MYRTLEDALE ROAD,,3076 & 3088 MYRTLEDALE ROAD,CALISTOGA,CA,94515,Napa County,28,(707) 942-6888,RES,true,true,true,2027-10-31,false,61,61,1.1,CO-ED,true,false,38.594809,-122.598087
280019DP,DUFFY'S OUTPATIENT TREATMENT CENTER,"DUFFY'S NAPA VALLEY REHAB, LLC",1406 FAIR WAY,,,CALISTOGA,CA,94515,Napa County,28,(707) 942-6888,NON,false,false,true,2028-08-31,false,0,0,1.1,CO-ED,false,false,38.58158,-122.580559
280022AN,ARCHWAY RECOVERY SERVICES --NAPA,"ARCHWAY RECOVERY SERVICES, INC.",2100 NAPA VALLEJO HIGHWAY,BUILDING 253 M1/M2,,NAPA,CA,94558,Napa County,28,(707) 399-9190,RES,true,true,false,2028-01-31,false,45,45,1.1,CO-ED,false,false,38.277781,-122.267036
280023AN,NAPA COUNTY ALCOHOL AND DRUG PROGRAMS,"NAPA COUNTY HEALTH AND HUMAN SERVICES, ALCOHOL AND DRUG PROGRAMS",2751 NAPA VALLEY CORPORATE DRIVE,"BUILDING A, SUITES A201, A206, A217",,NAPA,CA,94558,Napa County,28,(707) 253-4063,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,38.249805,-122.274535
290002AN,GRASS VALLEY SERVICE CENTER,GRANITE WELLNESS CENTERS,180 SIERRA COLLEGE DRIVE,,,GRASS VALLEY,CA,95945-5768,Nevada County,29,(530) 273-9541,NON,false,false,true,2028-06-30,false,0,0,1.1,CO-ED,false,false,39.2323,-121.047592
290002BN,HOPE HOUSE/SERENITY HOUSE,GRANITE WELLNESS CENTERS,159 BRENTWOOD DRIVE,,,GRASS VALLEY,CA,95945-5768,Nevada County,29,(530) 271-1140,RES,true,true,true,2027-01-31,false,48,60,1.9,CO-ED/CHILDREN,true,false,39.232255,-121.048763
290007AN,COMMON GOALS INC,COMMON PURPOSE,256 BUENA VISTA STREET,SUITE 100,,GRASS VALLEY,CA,95945,Nevada County,29,(530) 274-2000,NON,false,false,true,2026-10-31,false,0,0,1.1,CO-ED,false,false,39.214464,-121.062855
290007BN,LOVETT HOUSE RECOVERY CENTER,COMMON PURPOSE,145 BOST AVE,,,NEVADA CITY,CA,95959,Nevada County,29,(530) 274-2000,RES,true,true,false,2027-09-30,false,27,27,1.1,CO-ED,true,false,39.250284,-121.021661
290008AN,BEHAVIORAL HEALTH,COUNTY OF NEVADA,500 CROWN POINT CIRCLE,SUITE 120,,GRASS VALLEY,CA,95945,Nevada County,29,(530) 265-1437,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,39.220258,-121.031702
290009AP,CROWS NEST RANCH OUTPATIENT LLC,"CROWS NEST RANCH OUTPATIENT, LLC",10775 PIONEER TRAIL,SUITE 214,,TRUCKEE,CA,96461,Nevada County,29,(530) 448-4555,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,39.335769,-120.180899
300005BN,MARIPOSA WOMEN AND FAMILY CENTER,MARIPOSA WOMEN AND FAMILY CENTER,29222 RANCHO VIEJO ROAD,#123,,SAN JUAN CAPISTRANO,CA,92675,Orange County,30,(949) 429-6888,NON,false,false,true,2027-02-28,false,0,0,1.1,CO-ED,false,false,33.539128,-117.673607
300006MN,BEHAVIORAL HEALTH SERVICES - SUBSTANCE USE DISORDERS- ALISO VIEJO,COUNTY OF ORANGE HEALTH CARE AGENCY,27141 ALISO CREEK ROAD,,,ALISO VIEJO,CA,92656,Orange County,30,(949) 643-6901,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,33.568346,-117.723299
300006NN,BEHAVIORAL HEALTH SERVICES - SUBSTANCE USE DISORDERS - ANAHEIM,COUNTY OF ORANGE HEALTH CARE AGENCY,222 SOUTH HARBOR BOULEVARD,SUITE 200,,ANAHEIM,CA,92805,Orange County,30,(714) 517-6140,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,33.83251,-117.918916
300007LN,NEW DIRECTIONS FOR WOMEN,"NEW DIRECTIONS FOR WOMEN, INC.",2603 WILLO LANE,,2607 WILLO LANE AND 334 UNIVERSITY AVENUE,COSTA MESA,CA,92627,Orange County,30,(949) 313-1192,RES,true,true,false,2027-03-31,false,30,36,1.3,WOMEN ONLY,false,false,33.657011,-117.88809
300007NN,NEW DIRECTIONS FOR WOMEN OUTPATIENT PROGRAM,"NEW DIRECTIONS FOR WOMEN, INC.",2280 UNIVERSITY DRIVE,SUITE 104,,NEWPORT BEACH,CA,92660,Orange County,30,(949) 894-4331,NON,false,false,true,2027-05-31,false,0,0,1.3,WOMEN ONLY,false,false,33.653772,-117.883947
300010AP,OC REVIVE,"ORANGE COUNTY REVIVE SERVICES, INC.",23726 BIRTCHER DRIVE,,,LAKE FOREST,CA,92630,Orange County,30,(800) 808-6757,NON,false,false,true,2027-05-31,false,0,0,1.1,CO-ED,false,false,33.633277,-117.716106
300011GP,EXPERIENCE RECOVERY,"EXPERIENCE RECOVERY DETOX & RESIDENTIAL, LLC",3919 W HAZARD AVE,,3921 W HAZARD AVE,SANTA ANA,CA,92703,Orange County,30,(800) 970-3973,RES,true,true,false,2027-03-31,false,12,12,1.1,CO-ED,true,false,33.752551,-117.922224
300012BN,"SOUTH COAST COUNSELING, INC.","SOUTH COAST COUNSELING, INC.",693 PLUMER STREET,,,COSTA MESA,CA,92627-2720,Orange County,30,(949) 642-0180,RES,true,true,false,2028-04-30,false,15,15,1.1,CO-ED,true,false,33.642454,-117.927293
300015AN,ROQUE CENTER,"ROQUE CENTER, INC.",10936 DALE AVENUE,,,STANTON,CA,90680,Orange County,30,(714) 952-4032,RES,true,true,true,2028-07-31,false,24,24,1.1,CO-ED,false,false,33.804706,-117.984457
300017AAP,CORNERSTONE OF SOUTHERN CALIFORNIA OUTPATIENT,"RECOVERY HOMES OF AMERICA, INC.",1950 EAST 17TH STREET,SUITE 150,,SANTA ANA,CA,92705,Orange County,30,(714) 547-5375,NON,false,false,true,2028-05-31,false,0,0,1.1,CO-ED,false,false,33.759824,-117.839366
300017ZP,CORNERSTONE OF SOUTHERN CALIFORNIA,"RECOVERY HOMES OF AMERICA, INC.",427 SOUTH YORBA STREET,,,ORANGE,CA,92869,Orange County,30,(714) 547-5375,RES,false,true,true,2028-02-29,false,6,6,1.1,CO-ED,true,false,33.782041,-117.827035
300024AP,LAGUNA VIEW DETOX,"LAGUNA VIEW CENTER, LLC",31305 CEANOTHUS DR,,,LAGUNA BEACH,CA,92651,Orange County,30,(866) 819-7187,RES,true,true,true,2028-01-31,false,6,6,1.1,CO-ED,true,false,33.508288,-117.747049
300027AP,SOBER FIRST RECOVERY LLC,SOBER FIRST RECOVERY LLC,3309 CLAY STREET,,,NEWPORT BEACH,CA,92663-4729,Orange County,30,(949) 574-2510,RES,true,true,false,2028-03-31,false,6,7,1.1,CO-ED,true,false,33.629009,-117.924645
300027CP,SOBER FIRST RECOVERY LLC,SOBER FIRST RECOVERY LLC,434 OLD NEWPORT BLVD,,,NEWPORT BEACH,CA,92663-4211,Orange County,30,(949) 294-9974,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,33.6267,-117.926384
300028AP,"OPUS HEALTH, LLC","OPUS HEALTH, LLC",925 VICTORIA STREET,,2738 LORENZO AVENUE,COSTA MESA,CA,92627-4063,Orange County,30,(949) 285-2101,RES,true,true,true,2028-03-31,false,12,12,1.1,CO-ED,true,false,33.652348,-117.937566
300028CP,OPUS HEALTH,"OPUS HEALTH, LLC",1242 FOOTHILL BOULEVARD,,,SANTA ANA,CA,92705,Orange County,30,(949) 423-7869,RES,true,true,true,2028-05-31,false,6,6,1.1,CO-ED,true,false,33.764658,-117.792187
300033AN,"PHOENIX HOUSE ORANGE COUNTY, INC.","PHOENIX HOUSE ORANGE COUNTY, INC.",1207 EAST FRUIT STREET,"BUILDINGS A, E, F & I",,SANTA ANA,CA,92701,Orange County,30,(714) 953-9373,RES,true,true,true,2028-08-31,false,94,94,1.1,CO-ED,true,false,33.752409,-117.853508
300033DN,OUTPATIENT PROGRAM,"PHOENIX HOUSE ORANGE COUNTY, INC.",1207 EAST FRUIT STREET,BUILDING B,,SANTA ANA,CA,92701,Orange County,30,(714) 953-9373,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,33.752409,-117.853508
300033EN,PHOENIX HOUSE OUTPATIENT CENTER,"PHOENIX HOUSE ORANGE COUNTY, INC.",1901 E. 4TH STREET,UNIT 350,,SANTA ANA,CA,92705,Orange County,30,(949) 396-4566,NON,false,false,true,2028-06-30,false,0,0,1.10,CO-ED/YOUTH,false,false,33.748242,-117.84018
300034AN,HOPE HOUSE,HOPE HOUSE CORPORATION,710 N ANAHEIM BLVD.,,714 N ANAHEIM BOULEVARD,ANAHEIM,CA,92805,Orange County,30,(714) 776-7490,RES,false,true,true,2027-11-30,false,40,40,1.2,MEN ONLY,false,false,33.842443,-117.916154
300040AN,GERRY HOUSE,"STRAIGHT TALK CLINIC, INCORPORATED",1225 WEST 6TH STREET,,1227 WEST 6TH STREET,SANTA ANA,CA,92703,Orange County,30,(714) 972-1402,RES,false,true,true,2027-09-30,false,12,12,1.1,CO-ED,false,false,33.749709,-117.883832
300042AN,WOODGLEN RECOVERY JUNCTION,WOODGLEN RECOVERY JUNCTION INCORPORATED,751 WEST ORANGETHORPE AVENUE,,771 WEST ORANGETHORPE AVENUE,FULLERTON,CA,92832,Orange County,30,(714) 879-0929,RES,true,true,true,2027-10-31,false,30,30,1.1,CO-ED,false,false,33.859568,-117.939091
300043EP,ASANA RECOVERY,ASANA RECOVERY,18101 MAGNOLIA STREET,,,FOUNTAIN VALLEY,CA,92708,Orange County,30,(949) 438-4504,NON,false,false,true,2028-06-30,false,0,0,1.1,CO-ED,false,false,33.699846,-117.971747
